account_number,parcel_number,total_actual_value,total_assessed_precalc,alt_assessed_precalc,lg_mill_levy,school_mill_levy,total_mill_levy,tax_district,tax_year
R016701,405107003012.0,32130,8680,8680,23.852,26.677,50.529,602,2025
R016703,405118006007.0,67320,18180,18180,23.852,26.677,50.529,602,2025
R016712,405118005001.0,16830,4540,4540,23.852,26.677,50.529,602,2025
R016713,405118005035.0,45900,12390,12390,23.852,26.677,50.529,602,2025
R016720,405118005018.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016722,405118005022.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016724,405118005026.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016726,405118005030.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016732,405118005027.0,16830,4540,4540,23.852,26.677,50.529,602,2025
R016733,405118005024.0,16830,4540,4540,23.852,26.677,50.529,602,2025
R016734,405118005023.0,16830,4540,4540,23.852,26.677,50.529,602,2025
R016735,405118005020.0,16830,4540,4540,23.852,26.677,50.529,602,2025
R016736,405118005019.0,16830,4540,4540,23.852,26.677,50.529,602,2025
R016737,405118005016.0,16830,4540,4540,23.852,26.677,50.529,602,2025
R016744,405107002017.0,24000,6480,6480,23.852,26.677,50.529,602,2025
R016749,405107002009.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016750,405107002006.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016752,405107002010.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016756,405118002004.0,15300,960,1080,23.852,26.677,50.529,602,2025
R016758,405118002006.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016759,405118002008.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016760,405118002007.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016766,405118002016.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016768,405118002018.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016770,405118002020.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016771,405118002021.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016772,405118002022.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016786,405118002043.0,50490,13630,13630,23.852,26.677,50.529,602,2025
R016788,405118002047.0,318970,23110,25540,23.852,26.677,50.529,602,2025
R016797,404913001019.0,928800,64400,71590,23.852,26.677,50.529,602,2025
R016807,405118004006.0,37800,10210,10210,23.852,26.677,50.529,602,2025
R016808,405118004022.0,62880,16980,16980,23.852,26.677,50.529,602,2025
R016811,405118004026.0,303510,18970,21400,23.852,26.677,50.529,602,2025
R016821,405118003034.0,45900,12390,12390,23.852,26.677,50.529,602,2025
R016829,405118003014.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016830,405118003020.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016831,405118003021.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016832,405118003028.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016833,405118003029.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016834,405118003031.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016840,405118003018.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016841,405118003023.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016842,405118003024.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016844,405118003016.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016846,405118003011.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016851,405117003001.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016854,405130003010.0,240010,15000,16930,23.852,26.677,50.529,602,2025
R016855,405130001027.0,50400,13610,13610,23.852,26.677,50.529,602,2025
R016856,405130006018.0,24000,6480,6480,23.852,26.677,50.529,602,2025
R016869,405130004011.0,61200,16520,16520,23.852,26.677,50.529,602,2025
R016873,405119004024.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016878,405130003063.0,30600,8260,8260,23.852,26.677,50.529,602,2025
R016883,405130003042.0,24000,6480,6480,23.852,26.677,50.529,602,2025
R016884,405130003041.0,24000,6480,6480,23.852,26.677,50.529,602,2025
R016889,405130003017.0,121460,7590,8560,23.852,26.677,50.529,602,2025
R016894,405130003060.0,24000,6480,6480,23.852,26.677,50.529,602,2025
R016897,405130003004.0,24000,6480,6480,23.852,26.677,50.529,602,2025
R016899,405130001016.0,24000,6480,6480,23.852,26.677,50.529,602,2025
R016916,405119003027.0,33660,9090,9090,23.852,26.677,50.529,602,2025
R016918,405119003013.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016922,405119004026.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016924,405119003020.0,16830,4540,4540,23.852,26.677,50.529,602,2025
R016925,405119003021.0,16830,4540,4540,23.852,26.677,50.529,602,2025
R016926,405119003022.0,16830,4540,4540,23.852,26.677,50.529,602,2025
R016927,405119003023.0,16830,4540,4540,23.852,26.677,50.529,602,2025
R016936,405119003026.0,45900,12390,12390,23.852,26.677,50.529,602,2025
R016940,405119003003.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016955,405119004007.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016957,405119001022.0,30600,8260,8260,23.852,26.677,50.529,602,2025
R016962,405120002006.0,36250,9780,9780,23.852,26.677,50.529,602,2025
R016970,405118007012.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016971,405118007013.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016973,405117003002.0,16830,4540,4540,23.852,26.677,50.529,602,2025
R016978,405120003002.0,20960,5660,5660,23.852,26.677,50.529,602,2025
R016979,405120003004.0,20960,5660,5660,23.852,26.677,50.529,602,2025
R016980,405120003005.0,20960,5660,5660,23.852,26.677,50.529,602,2025
R016981,405120003008.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016982,405120003009.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016983,405120003012.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R016991,405120003035.0,500320,34440,38330,23.852,26.677,50.529,602,2025
R016993,405120003031.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R017003,405120003006.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R017004,405120003003.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R017005,405120003001.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R017010,405117003012.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R017011,405117003013.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R017015,405117002067.0,24000,6480,6480,23.852,26.677,50.529,602,2025
R017017,405117002069.0,24000,6480,6480,23.852,26.677,50.529,602,2025
R017019,405117002071.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R017020,405120001001.0,16830,4540,4540,23.852,26.677,50.529,602,2025
R017021,405120001002.0,16830,4540,4540,23.852,26.677,50.529,602,2025
R017022,405120003018.0,415630,25980,29310,23.852,26.677,50.529,602,2025
R017024,343901002006.0,445390,28450,31980,24.619,26.677,51.296,601,2025
R017025,343901002008.0,1671590,104730,118090,24.619,26.677,51.296,601,2025
R017026,343901004003.0,1097320,68980,77740,24.619,26.677,51.296,601,2025
R017028,343902001004.0,1132980,71030,80080,24.619,26.677,51.296,601,2025
R017030,343902001020.0,2382840,149010,168070,24.619,26.677,51.296,601,2025
R017031,343902001019.0,530970,33250,37490,24.619,26.677,51.296,601,2025
R017033,343902001010.0,1012630,63710,71800,24.619,26.677,51.296,601,2025
R017035,343902002031.0,859660,53770,60640,24.619,26.677,51.296,601,2025
R017037,397911301002.0,1300,350,350,23.852,26.677,50.529,602,2025
R017038,397911301004.0,1300,350,350,23.852,26.677,50.529,602,2025
R017041,397911301007.0,1300,350,350,23.852,26.677,50.529,602,2025
R017043,397911301009.0,1300,350,350,23.852,26.677,50.529,602,2025
R017045,397911301011.0,1300,350,350,23.852,26.677,50.529,602,2025
R017046,397911301012.0,1300,350,350,23.852,26.677,50.529,602,2025
R017049,397911301015.0,1300,350,350,23.852,26.677,50.529,602,2025
R017052,397911301018.0,1300,350,350,23.852,26.677,50.529,602,2025
R017053,397911301019.0,1300,350,350,23.852,26.677,50.529,602,2025
R017059,397911302009.0,1300,350,350,23.852,26.677,50.529,602,2025
R017060,397911302012.0,1300,350,350,23.852,26.677,50.529,602,2025
R017064,397911302020.0,1300,350,350,23.852,26.677,50.529,602,2025
R017067,397911302025.0,1300,350,350,23.852,26.677,50.529,602,2025
R017069,397911302023.0,1300,350,350,23.852,26.677,50.529,602,2025
R017070,397911302022.0,1300,350,350,23.852,26.677,50.529,602,2025
R017072,397911302018.0,1300,350,350,23.852,26.677,50.529,602,2025
R017075,397911302011.0,1300,350,350,23.852,26.677,50.529,602,2025
R017078,397911302006.0,1300,350,350,23.852,26.677,50.529,602,2025
R017079,397911302003.0,1300,350,350,23.852,26.677,50.529,602,2025
R017080,397911302002.0,1300,350,350,23.852,26.677,50.529,602,2025
R017085,397911303009.0,1300,350,350,23.852,26.677,50.529,602,2025
R017086,397911303012.0,1300,350,350,23.852,26.677,50.529,602,2025
R017088,397911303017.0,1300,350,350,23.852,26.677,50.529,602,2025
R017089,397911303020.0,1300,350,350,23.852,26.677,50.529,602,2025
R017090,397911303021.0,1300,350,350,23.852,26.677,50.529,602,2025
R017092,397911303025.0,1300,350,350,23.852,26.677,50.529,602,2025
R017097,397911303023.0,1300,350,350,23.852,26.677,50.529,602,2025
R017098,397911303019.0,1300,350,350,23.852,26.677,50.529,602,2025
R017101,397911303011.0,1300,350,350,23.852,26.677,50.529,602,2025
R017104,397911303006.0,1300,350,350,23.852,26.677,50.529,602,2025
R017105,397911303003.0,1300,350,350,23.852,26.677,50.529,602,2025
R017106,397911303002.0,1300,350,350,23.852,26.677,50.529,602,2025
R017108,397911304007.0,1300,350,350,23.852,26.677,50.529,602,2025
R017109,397911304006.0,1300,350,350,23.852,26.677,50.529,602,2025
R017111,397911304004.0,1300,350,350,23.852,26.677,50.529,602,2025
R017115,397911305002.0,1300,350,350,23.852,26.677,50.529,602,2025
R017116,397911303016.0,1300,350,350,23.852,26.677,50.529,602,2025
R017119,397911303018.0,1300,350,350,23.852,26.677,50.529,602,2025
R017120,397911305003.0,1300,350,350,23.852,26.677,50.529,602,2025
R017123,397911305006.0,1300,350,350,23.852,26.677,50.529,602,2025
R017124,397911305007.0,1300,350,350,23.852,26.677,50.529,602,2025
R017127,397911305010.0,1300,350,350,23.852,26.677,50.529,602,2025
R017128,397911305011.0,1300,350,350,23.852,26.677,50.529,602,2025
R017131,397911305014.0,1300,350,350,23.852,26.677,50.529,602,2025
R017132,397911305015.0,1300,350,350,23.852,26.677,50.529,602,2025
R017137,397911305021.0,1300,350,350,23.852,26.677,50.529,602,2025
R017143,397911307001.0,1300,350,350,23.852,26.677,50.529,602,2025
R017154,369920201019.0,63200,17060,17060,24.619,26.677,51.296,601,2025
R017155,369920201017.0,471040,29450,26160,24.619,26.677,51.296,601,2025
R017156,369920201027.0,237000,63990,63990,24.619,26.677,51.296,601,2025
R017160,425105001011.0,725310,45330,51130,22.715,26.677,49.392,609,2025
R017163,425105001008.0,85300,23030,23030,22.715,26.677,49.392,609,2025
R017167,425105001023.0,102360,27640,27640,22.715,26.677,49.392,609,2025
R017169,425105001034.0,419890,26240,29600,22.715,26.677,49.392,609,2025
R017171,425105001031.0,366520,22910,25840,22.715,26.677,49.392,609,2025
R017172,425105001030.0,721020,45070,50840,22.715,26.677,49.392,609,2025
R017173,425105001025.0,510080,49580,52970,22.715,26.677,49.392,609,2025
R017174,351300001003.0,76730,20720,20720,24.619,26.677,51.296,601,2025
R017176,351300001001.0,76730,20720,20720,24.619,26.677,51.296,601,2025
R017179,351300001005.0,76730,20720,20720,24.619,26.677,51.296,601,2025
R017187,299301401003.0,2367000,639090,639090,20.901,26.677,47.578,620,2025
R017201,352533000011.0,23580,6370,6370,24.619,26.677,51.296,601,2025
R017202,352531000032.0,16780,4530,4530,24.619,26.677,51.296,601,2025
R017203,369106000012.0,17810,4810,4810,24.619,26.677,51.296,601,2025
R017207,352532000004.0,128100,8010,9030,24.619,26.677,51.296,601,2025
R017209,404906001033.0,510640,31920,36000,23.856,26.677,50.533,622,2025
R017211,404906001030.0,389200,24330,27440,23.856,26.677,50.533,622,2025
R017212,404906001028.0,46800,12640,12640,23.856,26.677,50.533,622,2025
R017225,404500000036.0,35560,9600,9600,21.901,26.677,48.578,612,2025
R017226,404906005014.0,92220,24900,24900,23.856,26.677,50.533,622,2025
R017229,404906005004.0,10850,2930,2930,23.856,26.677,50.533,622,2025
R017230,404906005016.0,101160,27310,27310,23.856,26.677,50.533,622,2025
R017250,398536001005.0,105000,28350,28350,21.905,28.994,50.899,802,2025
R017252,398536001008.0,862160,53890,60780,21.905,28.994,50.899,802,2025
R017253,398536001002.0,40000,10800,10800,21.905,28.994,50.899,802,2025
R017258,398525001073.0,40000,10800,10800,21.905,28.994,50.899,802,2025
R017259,398525001080.0,371390,23210,26190,21.905,28.994,50.899,802,2025
R017260,398525001076.0,64000,17280,17280,21.905,28.994,50.899,802,2025
R017263,398536001003.0,36000,9720,9720,21.905,28.994,50.899,802,2025
R017266,398525001044.0,46800,12640,12640,21.905,28.994,50.899,802,2025
R017267,398525001043.0,57600,15550,15550,21.905,28.994,50.899,802,2025
R017268,398525001089.0,583000,36440,41100,21.905,28.994,50.899,802,2025
R017270,398525001038.0,52000,14040,14040,21.905,28.994,50.899,802,2025
R017271,398525001091.0,581630,36350,41010,21.905,28.994,50.899,802,2025
R017272,398525001036.0,57600,15550,15550,21.905,28.994,50.899,802,2025
R017275,398525001033.0,100100,27030,27030,21.905,28.994,50.899,802,2025
R017278,398525001029.0,40000,10800,10800,21.905,28.994,50.899,802,2025
R017279,398525001028.0,98690,26650,26650,21.905,28.994,50.899,802,2025
R017281,398525001026.0,64000,17280,17280,21.905,28.994,50.899,802,2025
R017284,398525001023.0,57600,15550,15550,21.905,28.994,50.899,802,2025
R017285,398525001021.0,36000,9720,9720,21.905,28.994,50.899,802,2025
R017286,398525001020.0,64000,17280,17280,21.905,28.994,50.899,802,2025
R017288,398525001002.0,846750,52920,59690,21.905,28.994,50.899,802,2025
R017291,398525001005.0,613270,38330,43240,21.905,28.994,50.899,802,2025
R017292,398525001004.0,36000,9720,9720,21.905,28.994,50.899,802,2025
R017294,398525001009.0,49500,13370,13370,21.905,28.994,50.899,802,2025
R017296,398525001010.0,57600,15550,15550,21.905,28.994,50.899,802,2025
R017298,378903002014.0,489120,79110,81150,24.619,26.677,51.296,601,2025
R017299,378903002005.0,398210,107510,107510,24.619,26.677,51.296,601,2025
R017302,378903002016.0,480330,129680,129680,24.619,26.677,51.296,601,2025
R017305,378903001002.0,107900,6740,7610,24.619,26.677,51.296,601,2025
R017306,378903001001.0,107900,6740,7610,24.619,26.677,51.296,601,2025
R017307,378903001005.0,107900,29130,29130,24.619,26.677,51.296,601,2025
R017314,316932001005.0,897660,56110,63290,23.852,26.677,50.529,602,2025
R017319,316932001010.0,55000,14850,14850,23.852,26.677,50.529,602,2025
R017320,298909001003.0,4000,1080,1080,25.348,30.176,55.524,703,2025
R017321,298909001004.0,4000,1080,1080,25.348,30.176,55.524,703,2025
R017322,298909001005.0,4000,1080,1080,25.348,30.176,55.524,703,2025
R017324,298909001007.0,4000,1080,1080,25.348,30.176,55.524,703,2025
R017326,298909001009.0,4000,1080,1080,25.348,30.176,55.524,703,2025
R017327,298909001010.0,4000,1080,1080,25.348,30.176,55.524,703,2025
R017328,298909004006.0,4000,1080,1080,25.348,30.176,55.524,703,2025
R017329,298909004005.0,4000,1080,1080,25.348,30.176,55.524,703,2025
R017332,298909004002.0,4000,1080,1080,25.348,30.176,55.524,703,2025
R017333,298909004001.0,4000,1080,1080,25.348,30.176,55.524,703,2025
R017334,298909002001.0,4000,1080,1080,25.348,30.176,55.524,703,2025
R017335,298909002002.0,4000,1080,1080,25.348,30.176,55.524,703,2025
R017336,298904001007.0,4000,1080,1080,25.348,30.176,55.524,703,2025
R017338,298904001009.0,4000,1080,1080,25.348,30.176,55.524,703,2025
R017339,298904001010.0,4000,1080,1080,25.348,30.176,55.524,703,2025
R017342,298904001013.0,4000,1080,1080,25.348,30.176,55.524,703,2025
R017344,298904001015.0,4000,1080,1080,25.348,30.176,55.524,703,2025
R017345,298904001016.0,4000,1080,1080,25.348,30.176,55.524,703,2025
R017348,298904001004.0,4000,1080,1080,25.348,30.176,55.524,703,2025
R017349,298904001003.0,4000,1080,1080,25.348,30.176,55.524,703,2025
R017350,298904001002.0,4000,1080,1080,25.348,30.176,55.524,703,2025
R017351,298904001017.0,4000,1080,1080,25.348,30.176,55.524,703,2025
R017352,298904001018.0,4000,1080,1080,25.348,30.176,55.524,703,2025
R017353,298904001019.0,4000,1080,1080,25.348,30.176,55.524,703,2025
R017354,298904001020.0,4000,1080,1080,25.348,30.176,55.524,703,2025
R017356,298904001022.0,4000,1080,1080,25.348,30.176,55.524,703,2025
R017358,298904001024.0,4000,1080,1080,25.348,30.176,55.524,703,2025
R017360,298904001026.0,4000,1080,1080,25.348,30.176,55.524,703,2025
R017361,298909003001.0,4000,1080,1080,25.348,30.176,55.524,703,2025
R017366,298909003006.0,4000,1080,1080,25.348,30.176,55.524,703,2025
R017367,298909003005.0,4000,1080,1080,25.348,30.176,55.524,703,2025
R017371,298909003010.0,4000,1080,1080,25.348,30.176,55.524,703,2025
R017372,298909003011.0,4000,1080,1080,25.348,30.176,55.524,703,2025
R017379,298909003014.0,4000,1080,1080,25.348,30.176,55.524,703,2025
R017380,298909003017.0,4000,1080,1080,25.348,30.176,55.524,703,2025
R017381,298909003015.0,4000,1080,1080,25.348,30.176,55.524,703,2025
R017382,298909003016.0,4000,1080,1080,25.348,30.176,55.524,703,2025
R017383,298904002001.0,4000,1080,1080,25.348,30.176,55.524,703,2025
R017384,318301001043.0,6250,1690,1690,24.787,30.176,54.963,704,2025
R017385,318301001042.0,6250,1690,1690,24.787,30.176,54.963,704,2025
R017387,318301001040.0,6250,1690,1690,24.787,30.176,54.963,704,2025
R017389,318301001010.0,6250,1690,1690,24.787,30.176,54.963,704,2025
R017391,318301001008.0,6250,1690,1690,24.787,30.176,54.963,704,2025
R017393,318301001006.0,6250,1690,1690,24.787,30.176,54.963,704,2025
R017395,318301001004.0,6250,1690,1690,24.787,30.176,54.963,704,2025
R017397,318301001002.0,6250,1690,1690,24.787,30.176,54.963,704,2025
R017398,318301001019.0,6250,1690,1690,24.787,30.176,54.963,704,2025
R017401,318301001016.0,6250,1690,1690,24.787,30.176,54.963,704,2025
R017402,318301001015.0,6250,1690,1690,24.787,30.176,54.963,704,2025
R017405,318301001012.0,6250,1690,1690,24.787,30.176,54.963,704,2025
R017406,318301001026.0,6250,1690,1690,24.787,30.176,54.963,704,2025
R017407,318301001025.0,6250,1690,1690,24.787,30.176,54.963,704,2025
R017413,318301001039.0,6250,1690,1690,24.787,30.176,54.963,704,2025
R017415,318301001038.0,6250,1690,1690,24.787,30.176,54.963,704,2025
R017417,318301001035.0,6250,1690,1690,24.787,30.176,54.963,704,2025
R017418,318301001034.0,6250,1690,1690,24.787,30.176,54.963,704,2025
R017422,318301001030.0,6250,1690,1690,24.787,30.176,54.963,704,2025
R017426,343901002007.0,813020,51190,57680,24.619,26.677,51.296,601,2025
R017432,405118002003.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R017433,405118002013.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R017435,405119004011.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R017440,342708311011.0,24300,6560,6560,24.619,26.677,51.296,601,2025
