account_number,parcel_number,property_type,economic_area,site_address
R011005,378714201007,Residential,1,"89 ASPEN TRL , HARTMAN ROCKS AREA"
R011006,378714201008,Residential,1,"99 ASPEN TRL , HARTMAN ROCKS AREA"
R011007,378714201009,Residential,1,"109 ASPEN TRL , HARTMAN ROCKS AREA"
R011008,378714201010,Residential,1,"119 ASPEN TRL , HARTMAN ROCKS AREA"
R011009,378714201011,Residential,1,"129 ASPEN TRL , HARTMAN ROCKS AREA"
R011010,378714201012,Residential,1,"53 COTTONWOOD TRL , GUNNISON"
R011011,378714201013,Residential,1,"63 COTTONWOOD TRL , GUNNISON"
R011012,378714201014,Residential,1,"73 COTTONWOOD TRL , GUNNISON"
R011013,378714201015,Residential,1,"83 COTTONWOOD TRL , GUNNISON"
R011014,378714201016,Residential,1,"93 COTTONWOOD TRL , GUNNISON"
R011015,378714201017,Residential,1,"108 COTTONWOOD TRL , GUNNISON"
R011016,378714201018,Residential,1,"98 COTTONWOOD TRL , GUNNISON"
R011017,378714201019,Residential,1,"88 COTTONWOOD TRL , GUNNISON"
R011018,378714201020,Residential,1,"78 COTTONWOOD TRL , GUNNISON"
R011019,378714201021,Residential,1,"68 COTTONWOOD TRL , GUNNISON"
R011020,378714201022,Residential,1,"58 COTTONWOOD TRL , GUNNISON"
R011021,378714201023,Residential,1,"48 COTTONWOOD TRL , GUNNISON"
R011022,378714201024,Residential,1,"206 WILLOW TRL , HARTMAN ROCKS AREA"
R011023,378714201025,Residential,1,"198 WILLOW TRL , HARTMAN ROCKS AREA"
R011024,378714201026,Residential,1,"186 WILLOW TRL , HARTMAN ROCKS AREA"
R011027,378714201030,Residential,1,"148 WILLOW TRL , HARTMAN ROCKS AREA"
R011029,378714201032,Residential,1,"128 WILLOW TRL , HARTMAN ROCKS AREA"
R011030,378714201033,Residential,1,"116 WILLOW TRL , HARTMAN ROCKS AREA"
R011031,378714201034,Residential,1,"108 WILLOW TRL , HARTMAN ROCKS AREA"
R011032,378714201035,Residential,1,"96 WILLOW TRL , HARTMAN ROCKS AREA"
R011033,378714201036,Residential,1,"88 WILLOW TRL , HARTMAN ROCKS AREA"
R011034,378714201039,Residential,1,"56 WILLOW TRL , HARTMAN ROCKS AREA"
R011035,378714201040,Residential,1,"38 WILLOW TRL , HARTMAN ROCKS AREA"
R011036,378714201041,Vacant,1,"COTTONWOOD TRL , GUNNISON"
R011037,378714201051,Residential,1,"76 WILLOW TRL , HARTMAN ROCKS AREA"
R011038,378714201046,Residential,1,"156 WILLOW TRL , HARTMAN ROCKS AREA"
R011039,378714202001,Vacant,1,"WILLOW TRL , HARTMAN ROCKS AREA"
R011040,378714202002,Vacant,1,", HARTMAN ROCKS AREA"
R011041,378708000027,Exempt,1,","
R011042,378717000002,Residential,1,"722 COUNTY ROAD 32 , GUNNISON"
R011043,378717000003,Agricultural,1,"707 COUNTY ROAD 32 , GUNNISON"
R011045,378723100002,Residential,1,"53 COUNTY ROAD 40 , GOLD BASIN AREA"
R011046,378723100003,Residential,1,"81 COUNTY ROAD 40 , GOLD BASIN AREA"
R011047,378723100006,Vacant,1,"COUNTY ROAD 40 , GOLD BASIN AREA"
R011048,378723100005,Residential,1,"183 COUNTY ROAD 40 , GOLD BASIN AREA"
R011051,378900000013,Exempt,1,","
R011131,405100000019,Vacant,8,"COUNTY ROAD 26 , BLUE MESA RESERVOIR AREA"
R011134,398303300044,Vacant,8,"COVE RD , SAPINERO AREA"
R011135,398300000029,Residential,8,"12299 US HIGHWAY 50 , PINE CREEK MESA / BLUE MESA AREA"
R011136,404918003031,Vacant,8,"430 SPRUCE RD , ARROWHEAD AREA"
R011137,326300000003,Agricultural,8,"COUNTY ROAD 765 , TAYLOR PARK"
R011139,404918004019,Vacant,8,"301 BALSAM RD , ARROWHEAD AREA"
R011141,404918003033,Vacant,8,"622 SPRUCE RD , ARROWHEAD AREA"
R011142,405130006024,Vacant,8,"KEBLER TRL , BLUE MESA SUBDIVISION AREA"
R011143,405118005037,Vacant,8,"141 CINNAMON TRL , BLUE MESA SUBDIVISION AREA"
R011144,404906001027,Vacant,8,"200 HAZEL LAKE DR , ARROWHEAD AREA"
R011145,404906002018,Vacant,8,"100 LAKE RD , ARROWHEAD AREA"
R011146,326321401001,Residential,8,"820 COUNTY ROAD 55 , TAYLOR PARK"
R011147,405300000046,Agricultural,8,"20094 STATE HIGHWAY 149 , POWDERHORN AREA"
R011148,397900000011,Agricultural,8,"COUNTY ROAD 31 , VULCAN AREA"
R011149,405700000024,Residential,8,"12432 COUNTY ROAD 1 TT , VULCAN AREA"
R011151,405107003001,Vacant,8,"166 BLUE MESA DR , BLUE MESA SUBDIVISION AREA"
R011154,405100000083,Vacant,8,", BLUE MESA SUBDIVISION AREA"
R011155,405130001013,Vacant,8,"4337 BLUE MESA DR , BLUE MESA SUBDIVISION AREA"
R011156,404918004027,Residential,8,"137 BALSAM RD , ARROWHEAD AREA"
R011157,404906002009,Vacant,8,"132 LAKE RD , ARROWHEAD AREA"
R011158,316907001001,Residential,8,"31670 FOREST SERVICE ROAD 742E , TAYLOR PARK"
R011160,405100000042,Residential,8,"1023 COUNTY ROAD 26 , POWDERHORN AREA"
R011161,404918003001,Vacant,8,"570 BALSAM RD , ARROWHEAD AREA"
R011162,325900000019,Residential,8,"3001 FOREST SERVICE ROAD 744 ,"
R011163,404907004066,Vacant,8,"105 ASPEN TRL , ARROWHEAD AREA"
R011164,405119003024,Vacant,8,"2651 BLUE MESA DR , BLUE MESA SUBDIVISION AREA"
R011165,398300000045,Residential,8,"15271 COUNTY ROAD 25 , BLUE MESA SUBDIVISION AREA"
R011166,398303300038,Residential,8,"1359 COVE RD , SAPINERO AREA"
R011167,397915401004,Residential,8,"292 CHISHOLM TRL , IOLA - NINE MILE"
R011168,404918004028,Residential,8,"127 BALSAM RD , ARROWHEAD AREA"
R011169,404907006012,Residential,8,"264 ASPEN TRL , ARROWHEAD AREA"
R011170,326322101014,Residential,8,"36 MATCHLESS MOUNTAIN RD , TAYLOR PARK"
R011171,326322101013,Residential,8,"37 GRIZZLY PEAK DR , TAYLOR PARK"
R011172,326300002006,Agricultural,8,"24951 COUNTY ROAD 765 , TAYLOR PARK"
R011174,326300000004,Mixed Use,8,"23044 COUNTY ROAD 742 , TAYLOR PARK"
R011175,404918005012,Residential,8,"1059 SPRUCE RD , ARROWHEAD AREA"
R011176,404907004050,Residential,8,"205 ASPEN TRL , ARROWHEAD AREA"
R011177,404918003011,Residential,8,"270 BALSAM RD , ARROWHEAD AREA"
R011178,405107003005,Residential,8,"582 BLUE MESA DR , BLUE MESA SUBDIVISION AREA"
R011179,404918005035,Vacant,8,"203 SPRUCE RD , ARROWHEAD AREA"
R011180,405119001010,Residential,8,"1118 SLUMGULLION TRL , BLUE MESA SUBDIVISION AREA"
R011181,404907006016,Vacant,8,"257 ASPEN TRL , ARROWHEAD AREA"
R011182,404907006018,Residential,8,"900 BALSAM DR , ARROWHEAD AREA"
R011183,398100000039,Vacant,8,","
R011184,404907003014,Residential,8,"1601 SPRUCE RD , ARROWHEAD AREA"
R011185,424300000059,Vacant,8,"COUNTY ROAD 27 , POWDERHORN AREA"
R011186,404907006032,Vacant,8,"752 BALSAM RD , ARROWHEAD AREA"
R011187,424300000037,Mixed Use,8,"4357 COUNTY ROAD 27 , POWDERHORN AREA"
R011188,404918003017,Residential,8,"120 BALSAM RD , ARROWHEAD AREA"
R011190,405130006017,Vacant,8,"3605 BLUE MESA DR , BLUE MESA SUBDIVISION AREA"
R011191,404907006035,Vacant,8,"750 BALSAM RD , ARROWHEAD AREA"
R011192,317100000007,Mixed Use,8,"401 FOREST SERVICE ROAD 760.1B , ITALIAN MOUNTAIN AREA"
R011194,424500000037,Agricultural,8,"TBD STATE HIGHWAY 149 , LAKE FORK OF THE GUNNISON DRAINAGE"
R011196,326500000004,Mixed Use,8,"21240 COUNTY ROAD 765 , TINCUP AREA"
R011198,405130001026,Residential,8,"851 KEBLER TRL , BLUE MESA SUBDIVISION AREA"
R011199,316907001005,Residential,8,"FOREST SERVICE ROAD 742E , TAYLOR PARK"
R011200,398303300030,Vacant,8,"COVE RD , SAPINERO AREA"
R011201,398304101031,Vacant,8,"116 CUT THROAT LN , SAPINERO AREA"
R011202,404906004007,Residential,8,"410 ASPEN TRL , ARROWHEAD AREA"
R011203,404918005005,Vacant,8,"1203 SPRUCE RD , ARROWHEAD AREA"
R011204,404918005015,Residential,8,"971 SPRUCE RD , ARROWHEAD AREA"
R011205,326300000005,Mixed Use,8,"21701 COUNTY ROAD 742 , TAYLOR PARK"
R011206,424700000002,Mixed Use,8,"803 CARDWELL DRAW RD , WILLOW CREEK DRAINAGE"
R011207,404907004040,Vacant,8,"1850 SPRUCE RD , ARROWHEAD AREA"
R011208,398300000068,Residential,8,"14150 COUNTY ROAD 26 , SAPINERO AREA"
R011209,405100003029,Residential,8,"1060 GOOSE CREEK RD , POWDERHORN AREA"
R011213,424300000021,Agricultural,8,"7759 COUNTY ROAD 27 , POWDERHORN AREA"
R011214,398303300033,Vacant,8,"COVE RD , SAPINERO AREA"
R011215,405300000052,Vacant,8,"STATE HIGHWAY 149 , POWDERHORN AREA"
R011216,405700000027,Agricultural,8,","
R011217,404906003004,Residential,8,"1651 HAZEL LAKE DR , ARROWHEAD AREA"
R011218,325900000022,Residential,8,"6470 COUNTY ROAD 740 , CEMENT CREEK"
R011219,398303400028,Vacant,8,"COVE RD , SAPINERO AREA"
R011220,404918004009,Residential,8,"1150 SPRUCE RD , ARROWHEAD AREA"
R011221,404907006045,Vacant,8,"781 BALSAM DR , ARROWHEAD AREA"
R011222,405130003056,Vacant,8,"3842 BLUE MESA DR , BLUE MESA SUBDIVISION AREA"
R011223,404907004032,Vacant,8,"515 ASPEN DR , ARROWHEAD AREA"
R011225,404907004063,Residential,8,"1670 SPRUCE RD , ARROWHEAD AREA"
R011226,316907001003,Residential,8,"FOREST SERVICE ROAD 742E , TAYLOR PARK"
R011227,316900000027,Mixed Use,8,", TAYLOR PARK"
R011228,404918005003,Vacant,8,"1255 SPRUCE RD , ARROWHEAD AREA"
R011229,404907006027,Residential,8,"861 BALSAM DR , ARROWHEAD AREA"
R011231,398300000025,Vacant,8,"COUNTY ROAD 25 , PINE CREEK MESA / BLUE MESA AREA"
R011232,398300000086,Agricultural,8,"788 COVE RD , SAPINERO AREA"
R011233,398300000087,Residential,8,"1100 COVE RD , SAPINERO AREA"
R011234,398303300031,Residential,8,"1310 COVE RD , SAPINERO AREA"
R011235,398303300021,Vacant,8,"COVE RD , SAPINERO AREA"
R011236,398303400023,Residential,8,"820 COVE RD , SAPINERO AREA"
R011237,404907006049,Vacant,8,"720 BALSAM RD , ARROWHEAD AREA"
R011238,326322103010,Residential,8,"134 PARK CONE DR , TAYLOR PARK"
R011239,404907002004,Residential,8,"420 ASPEN TRL , ARROWHEAD AREA"
R011240,325900000006,Residential,8,"7511 COUNTY ROAD 740 , CEMENT CREEK"
R011241,398100000042,Vacant,8,"COUNTY ROAD 26 , BLUE MESA RESERVOIR AREA"
R011242,404906001039,Residential,8,"230 TIMBER DR , ARROWHEAD AREA"
R011244,397900000003,Residential,8,"31471 STATE HIGHWAY 149 , IOLA - NINE MILE"
R011245,404907004014,Residential,8,"355 ASPEN DR , ARROWHEAD AREA"
R011246,398304101034,Vacant,8,"220 CUT THROAT LN , SAPINERO AREA"
R011247,398300000040,Agricultural,8,"COUNTY ROAD 25 , PINE CREEK MESA / BLUE MESA AREA"
R011248,405100001003,Vacant,8,"522 CEBOLLA RIVER RD , CEBOLLA CREEK DRAINAGE"
R011249,404907004001,Vacant,8,"385 ASPEN TRL , ARROWHEAD AREA"
R011251,405700000002,Agricultural,8,","
R011252,404918001006,Residential,8,"188 PONDEROSA WAY , ARROWHEAD AREA"
R011253,404918005007,Vacant,8,"1157 SPRUCE RD , ARROWHEAD AREA"
R011254,398300000049,Agricultural,8,"COUNTY ROAD 25 , PINE CREEK MESA / BLUE MESA AREA"
R011255,299500000043,Mixed Use,8,"6690 FOREST SERVICE ROAD 811 , WASHINGTON GULCH"
R011256,398100003005,Vacant,8,"564 CEBOLLA RIVER RD , CEBOLLA CREEK DRAINAGE"
R011257,325300000034,Agricultural,8,","
R011258,404907006047,Residential,8,"777 BALSAM DR , ARROWHEAD AREA"
R011259,405130003061,Mixed Use,8,"220 COCHETOPA TRL , BLUE MESA SUBDIVISION AREA"
R011260,398303300025,Vacant,8,"COVE RD , SAPINERO AREA"
R011261,424300000027,Agricultural,8,"7463 COUNTY ROAD 27 , POWDERHORN AREA"
R011262,398100003020,Residential,8,"534 CEBOLLA RIVER RD , CEBOLLA CREEK DRAINAGE"
R011263,326100000002,Residential,8,"16901 COUNTY ROAD 742 , TAYLOR RIVER CANYON"
R011264,398303300009,Vacant,8,"COVE RD , SAPINERO AREA"
R011265,398303300018,Residential,8,"1132 COVE RD , SAPINERO AREA"
R011266,404918005008,Residential,8,"1153 SPRUCE RD , ARROWHEAD AREA"
R011267,404906004006,Vacant,8,"2120 SPRUCE RD , ARROWHEAD AREA"
R011269,405500000016,Agricultural,8,","
R011272,326118000003,Agricultural,8,"7800 FOREST SERVICE ROAD 744 ,"
R011277,404918003039,Residential,8,"320 SPRUCE RD , ARROWHEAD AREA"
R011278,404918004001,Vacant,8,"621 BALSAM RD , ARROWHEAD AREA"
R011279,405119001008,Residential,8,"1248 SLUMGULLION TRL , BLUE MESA SUBDIVISION AREA"
R011280,404907007006,Vacant,8,"500 PONDEROSA WAY , ARROWHEAD AREA"
R011281,424300000032,Agricultural,8,"4943 COUNTY ROAD 27 , POWDERHORN AREA"
R011283,404907002009,Residential,8,"300 ASPEN TRL , ARROWHEAD AREA"
R011284,316900000024,Agricultural,8,"29129 FOREST SERVICE ROAD 742 , TAYLOR PARK"
R011285,431700000003,Residential,8,"1751 COUNTY ROAD 27 , POWDERHORN AREA"
R011286,404907008005,Residential,8,"721 PONDEROSA WAY , ARROWHEAD AREA"
R011287,398300000063,Vacant,8,", WILLOW CREEK DRAINAGE"
R011288,404918003026,Residential,8,"76 BALSAM RD , ARROWHEAD AREA"
R011289,405130005013,Residential,8,"92 SLUMGULLION TRL , BLUE MESA SUBDIVISION AREA"
R011290,404907006029,Vacant,8,"820 BALSAM DR , ARROWHEAD AREA"
R011292,404900000005,Agricultural,8,","
R011293,404900000018,Agricultural,8,", WILLOW CREEK DRAINAGE"
R011294,398300000046,Agricultural,8,"12357 COUNTY ROAD 25 , PINE CREEK MESA / BLUE MESA AREA"
R011300,398100000045,Agricultural,8,","
R011301,316900000005,Agricultural,8,", TAYLOR PARK"
R011302,316900000015,Agricultural,8,", TAYLOR PARK"
R011303,316900000011,Mixed Use,8,", TAYLOR PARK"
R011304,404907003027,Vacant,8,"1305 SPRUCE RD , ARROWHEAD AREA"
R011305,404907004034,Residential,8,"285 ASPEN DR , ARROWHEAD AREA"
R011306,404906001018,Vacant,8,"452 HAZEL LAKE DR , ARROWHEAD AREA"
R011307,424700000011,Agricultural,8,"STATE HIGHWAY 149 , LAKE FORK OF THE GUNNISON DRAINAGE"
R011308,326321400002,Residential,8,"600 COUNTY ROAD 55 , TAYLOR PARK"
R011309,431300000003,Agricultural,8,"STATE HIGHWAY 149 , LAKE FORK OF THE GUNNISON DRAINAGE"
R011311,404918004020,Vacant,8,"950 SPRUCE RD , ARROWHEAD AREA"
R011312,404907004048,Vacant,8,"1772 SPRUCE RD , ARROWHEAD AREA"
R011313,404906001026,Vacant,8,"300 HAZEL LAKE DR , ARROWHEAD AREA"
R011314,405118003025,Vacant,8,"13 VICTOR WAY , BLUE MESA SUBDIVISION AREA"
R011315,404906004004,Vacant,8,"2170 SPRUCE RD , ARROWHEAD AREA"
R011316,424300000005,Agricultural,8,","
R011318,432100000002,Agricultural,8,","
R011319,424300000036,Agricultural,8,","
R011320,404918003035,Residential,8,"608 SPRUCE RD , ARROWHEAD AREA"
R011321,404918005044,Residential,8,"10 SPRUCE RD , ARROWHEAD AREA"
R011322,405300000102,Residential,8,"11555 COUNTY ROAD 27 , POWDERHORN AREA"
R011323,398303300019,Residential,8,"1104 COVE RD , SAPINERO AREA"
R011324,424300001009,Mixed Use,8,", POWDERHORN AREA"
R011325,424300000063,Agricultural,8,"9693 COUNTY ROAD 27 , POWDERHORN AREA"
R011326,424300000040,Agricultural,8,","
R011327,424300000049,Agricultural,8,","
R011328,431700000009,Agricultural,8,","
R011329,398303300022,Residential,8,"1274 COVE RD , SAPINERO AREA"
R011330,325900000017,Mixed Use,8,"400 FOREST SERVICE ROAD 550 ,"
R011331,424300000043,Exempt,8,","
R011332,299500000003,Vacant,8,","
R011333,317100000006,Vacant,8,", ITALIAN MOUNTAIN AREA"
R011334,317300000002,Vacant,8,", ITALIAN MOUNTAIN AREA"
R011337,291500000086,Vacant,8,", CRYSTAL TOWNSITE VICINITY"
R011339,405700000003,Vacant,8,"COUNTY ROAD 31 , VULCAN AREA"
R011343,291533000014,Vacant,8,"FOREST SERVICE ROAD 314 , CRYSTAL TOWNSITE VICINITY"
R011344,299500000015,Vacant,8,","
R011345,326300000012,Vacant,8,","
R011349,299300000085,Exempt,8,","
R011350,291500000043,Vacant,8,", CRYSTAL TOWNSITE VICINITY"
R011351,299900000004,Vacant,8,", ITALIAN MOUNTAIN AREA"
R011353,316500000002,Vacant,8,","
R011355,405300000009,Vacant,8,", IOLA - NINE MILE"
R011358,291500000086,Vacant,8,", CRYSTAL TOWNSITE VICINITY"
R011359,300300000002,Vacant,8,","
R011360,299700000003,Vacant,8,","
R011361,299900000009,Vacant,8,", ITALIAN MOUNTAIN AREA"
R011362,299500000011,Vacant,8,", GOTHIC AREA"
R011363,405100000008,Vacant,8,","
R011371,317900000071,Exempt,8,", PARADISE DIVIDE"
R011373,299500000029,Vacant,8,", GOTHIC AREA"
R011374,299500000026,Vacant,8,", GOTHIC AREA"
R011376,291533000020,Vacant,8,"FOREST SERVICE ROAD 314 , CRYSTAL TOWNSITE VICINITY"
R011378,325300000002,Exempt,8,", IRWIN"
R011379,299500000016,Vacant,8,","
R011380,299300000068,Vacant,8,", PARADISE DIVIDE"
R011382,299700000004,Vacant,8,","
R011388,299300000059,Vacant,8,","
R011389,299900000003,Exempt,8,", ITALIAN MOUNTAIN AREA"
R011390,299300000045,Vacant,8,"FOREST SERVICE ROAD 734 , SCHOFIELD"
R011391,299900000012,Vacant,8,", ITALIAN MOUNTAIN AREA"
R011392,317300000005,Exempt,8,", ITALIAN MOUNTAIN AREA"
R011393,405300000038,Vacant,8,"STATE HIGHWAY 149 , POWDERHORN AREA"
R011394,325300000007,Vacant,8,"901 COPLEY LAKE RD , IRWIN"
R011395,326300000014,Vacant,8,", TINCUP AREA"
R011396,299300000049,Vacant,8,", SCHOFIELD"
R011397,316700000003,Vacant,8,","
R011399,299300000075,Agricultural,8,", CRYSTAL TOWNSITE VICINITY"
R011400,299300000069,Vacant,8,", PARADISE DIVIDE"
R011402,299900000015,Vacant,8,", ITALIAN MOUNTAIN AREA"
R011404,291500000086,Vacant,8,", CRYSTAL TOWNSITE VICINITY"
R011406,317100000015,Vacant,8,", ITALIAN MOUNTAIN AREA"
R011407,317100000004,Exempt,8,", ITALIAN MOUNTAIN AREA"
R011409,405100000062,Vacant,8,", CEBOLLA CREEK DRAINAGE"
R011410,299500000028,Vacant,8,", GOTHIC AREA"
R011411,317700000000,Nat Resource,8,","
R011412,325700000000,Nat Resource,8,","
R011413,325900000015,Residential,8,"FOREST SERVICE ROAD 554 , SPRING CREEK"
R011414,398100003013,Vacant,8,"548 CEBOLLA RIVER RD , CEBOLLA CREEK DRAINAGE"
R011415,404918004006,Vacant,8,"601 BALSAM RD , ARROWHEAD AREA"
R011416,405117002055,Vacant,8,"199 ENGINEERS TRL , BLUE MESA SUBDIVISION AREA"
R011417,398303400005,Residential,8,"437 COVE RD , SAPINERO AREA"
R011418,325300000000,Nat Resource,8,","
R011419,404906001025,Residential,8,"302 HAZEL LAKE DR , ARROWHEAD AREA"
R011420,404907006048,Vacant,8,"775 BALSAM DR , ARROWHEAD AREA"
R011421,404907006002,Residential,8,"292 ASPEN TRL , ARROWHEAD AREA"
R011422,404906004002,Vacant,8,"2200 SPRUCE RD , ARROWHEAD AREA"
R011423,405100000057,Residential,8,"15410 STATE HIGHWAY 149 , POWDERHORN AREA"
R011424,404907006013,Vacant,8,"258 ASPEN TRL , ARROWHEAD AREA"
R011426,405130006033,Mixed Use,8,"4235 BLUE MESA DR , BLUE MESA SUBDIVISION AREA"
R011427,404900000153,Agricultural,8,"COUNTY ROAD 867 , ARROWHEAD AREA"
R011428,4049,Vacant,8,"COUNTY ROAD 867 , ARROWHEAD AREA"
R011429,404918003027,Residential,8,"80 BALSAM RD , ARROWHEAD AREA"
R011435,404907004028,Vacant,8,"1950 SPRUCE RD , ARROWHEAD AREA"
R011436,404907008011,Residential,8,"475 PONDEROSA WAY , ARROWHEAD AREA"
R011437,405118001010,Residential,8,"84 CINNAMON TRL , BLUE MESA SUBDIVISION AREA"
R011438,398300000057,Agricultural,8,", PINE CREEK MESA / BLUE MESA AREA"
R011439,404907006023,Residential,8,"850 BALSAM DR , ARROWHEAD AREA"
R011440,404907008014,Residential,8,"465 PONDEROSA WAY , ARROWHEAD AREA"
R011441,405130006016,Vacant,8,"3661 BLUE MESA DR , BLUE MESA SUBDIVISION AREA"
R011442,404907007002,Vacant,8,"770 PONDEROSA WAY , ARROWHEAD AREA"
R011443,404907004017,Vacant,8,"465 ASPEN DR , ARROWHEAD AREA"
R011444,398303400025,Residential,8,"1102 COVE RD , SAPINERO AREA"
R011445,404907002002,Vacant,8,"390 ASPEN TRL , ARROWHEAD AREA"
R011446,325300000037,Vacant,8,", OHIO CREEK VALLEY"
R011447,405117002075,Residential,8,"287 ENGINEERS TRL , BLUE MESA SUBDIVISION AREA"
R011448,405130006003,Residential,8,"157 KEBLER TRL , BLUE MESA SUBDIVISION AREA"
R011449,397900000006,Agricultural,8,","
R011451,424300000039,Residential,8,"4350 COUNTY ROAD 27 , POWDERHORN AREA"
R011452,404918004012,Vacant,8,"401 BALSAM RD , ARROWHEAD AREA"
R011454,404906001004,Residential,8,"650 SNOWSHOE LN , ARROWHEAD AREA"
R011456,398300000054,Agricultural,8,", PINE CREEK MESA / BLUE MESA AREA"
R011457,404918003038,Vacant,8,"350 SPRUCE RD , ARROWHEAD AREA"
R011458,404907004056,Vacant,8,"1752 SPRUCE RD , ARROWHEAD AREA"
R011459,398300000097,Vacant,8,"US HIGHWAY 50 , PINE CREEK MESA / BLUE MESA AREA"
R011460,404918005014,Vacant,8,"951 SPRUCE RD , ARROWHEAD AREA"
R011462,326322102010,Residential,8,"44 MOUNTAIN VIEW AVE , TAYLOR PARK"
R011463,398303201009,Residential,8,"253 LOCH LAVEN RD , SAPINERO AREA"
R011464,405119003012,Residential,8,"2391 BLUE MESA DR , BLUE MESA SUBDIVISION AREA"
R011465,405119004014,Vacant,8,", BLUE MESA SUBDIVISION AREA"
R011466,404918000004,Commercial,8,"601 SPRUCE RD , ARROWHEAD AREA"
R011467,404900000152,Vacant,8,"COUNTY ROAD 867 , ARROWHEAD AREA"
R011468,398100000063,Vacant,8,","
R011469,404907004008,Vacant,8,"2002 SPRUCE RD , ARROWHEAD AREA"
R011470,398300000051,Agricultural,8,", PINE CREEK MESA / BLUE MESA AREA"
R011471,404906001015,Residential,8,"502 SNOWSHOE LN , ARROWHEAD AREA"
R011472,405118006017,Vacant,8,"391 CINNAMON TRL , BLUE MESA SUBDIVISION AREA"
R011473,398303300040,Residential,8,"1431 COVE RD , SAPINERO AREA"
R011474,404907003007,Residential,8,"1771 SPRUCE RD , ARROWHEAD AREA"
R011475,398100003010,Residential,8,"554 CEBOLLA RIVER RD , CEBOLLA CREEK DRAINAGE"
R011476,404907006017,Residential,8,"890 BALSAM DR , ARROWHEAD AREA"
R011477,404906003003,Residential,8,"101 LAKE RD , ARROWHEAD AREA"
R011478,404918005046,Vacant,8,"40 SPRUCE RD , ARROWHEAD AREA"
R011479,398100003023,Residential,8,"528 CEBOLLA RIVER RD , CEBOLLA CREEK DRAINAGE"
R011481,326322101005,Residential,8,"187 GRIZZLY PEAK DR , TAYLOR PARK"
R011482,404907009003,Residential,8,"701 BALSAM RD , ARROWHEAD AREA"
R011483,404906002011,Vacant,8,"120 LAKE RD , ARROWHEAD AREA"
R011484,326322102005,Residential,8,"131 MATCHLESS MOUNTAIN RD , TAYLOR PARK"
R011485,398100003019,Vacant,8,"536 CEBOLLA RIVER RD , CEBOLLA CREEK DRAINAGE"
R011487,405100001006,Residential,8,"516 CEBOLLA RIVER RD , CEBOLLA CREEK DRAINAGE"
R011488,405130003062,Vacant,8,"4030 BLUE MESA DR , BLUE MESA SUBDIVISION AREA"
R011490,404918002006,Vacant,8,"305 PONDEROSA WAY , ARROWHEAD AREA"
R011491,404907006040,Residential,8,"789 BALSAM DR , ARROWHEAD AREA"
R011492,404918005027,Vacant,8,"571 SPRUCE RD , ARROWHEAD AREA"
R011494,398303202019,Vacant,8,"272 CUT THROAT LN , SAPINERO AREA"
R011496,404907004009,Vacant,8,"445 ASPEN TRL , ARROWHEAD AREA"
R011497,424300000065,Agricultural,8,"COUNTY ROAD 27 , POWDERHORN AREA"
R011499,398331002005,Vacant,8,"483 RIM RD , ARROWHEAD AREA"
